date,lat,lon,zone,deaths,confirmed
29,-12.0453,-77.0308,0,46.0,1257.0
29,-3.7481,-73.2442,1,2.0,106.0
29,-5.1525,-80.6578,1,1.0,27.0
29,-6.0347,-76.9742,1,1.0,8.0
29,-3.5711,-80.4592,1,3.0,20.0
30,-9.5297,-77.5292,0,1.0,23.0
30,-16.3933,-71.5289,2,3.0,51.0
30,-12.0631,-77.1469,0,8.0,89.0
30,-13.5192,-71.9767,2,3.0,52.0
30,-12.7869,-74.9714,2,1.0,1.0
30,-14.0636,-75.7292,2,1.0,14.0
30,-12.0708,-75.2089,0,1.0,25.0
30,-8.1,-79.0306,1,4.0,50.0
30,-6.7669,-79.8506,1,3.0,100.0
30,-12.0453,-77.0308,0,51.0,1639.0
30,-3.7481,-73.2442,1,2.0,143.0
30,-5.1525,-80.6578,1,1.0,29.0
30,-6.0347,-76.9742,1,1.0,8.0
30,-3.5711,-80.4592,1,3.0,26.0
31,-9.5297,-77.5292,0,1.0,27.0
31,-16.3933,-71.5289,2,4.0,60.0
31,-12.0631,-77.1469,0,8.0,109.0
31,-13.5192,-71.9767,2,3.0,54.0
31,-12.7869,-74.9714,2,1.0,2.0
31,-14.0636,-75.7292,2,1.0,18.0
31,-12.0708,-75.2089,0,1.0,28.0
31,-8.1,-79.0306,1,5.0,56.0
31,-6.7669,-79.8506,1,3.0,100.0
31,-12.0453,-77.0308,0,58.0,1837.0
31,-3.7481,-73.2442,1,2.0,171.0
31,-5.1525,-80.6578,1,1.0,30.0
31,-6.0347,-76.9742,1,1.0,8.0
31,-3.5711,-80.4592,1,3.0,26.0
32,-9.5297,-77.5292,0,1.0,36.0
32,-16.3933,-71.5289,2,4.0,66.0
32,-12.0631,-77.1469,0,10.0,161.0
32,-13.5192,-71.9767,2,3.0,54.0
32,-12.7869,-74.9714,2,1.0,7.0
32,-14.0636,-75.7292,2,2.0,24.0
32,-12.0708,-75.2089,0,1.0,28.0
32,-8.1,-79.0306,1,5.0,58.0
32,-6.7669,-79.8506,1,4.0,108.0
32,-12.0453,-77.0308,0,65.0,2100.0
32,-3.7481,-73.2442,1,3.0,206.0
32,-5.1525,-80.6578,1,3.0,35.0
32,-6.0347,-76.9742,1,1.0,8.0
32,-3.5711,-80.4592,1,4.0,27.0
33,-9.5297,-77.5292,0,4.0,50.0
33,-16.3933,-71.5289,2,5.0,74.0
33,-12.0631,-77.1469,0,2.0,320.0
33,-13.5192,-71.9767,2,3.0,54.0
33,-12.7869,-74.9714,2,1.0,7.0
33,-14.0636,-75.7292,2,3.0,28.0
33,-12.0708,-75.2089,0,3.0,42.0
33,-8.1,-79.0306,1,5.0,82.0
33,-6.7669,-79.8506,1,4.0,246.0
33,-12.0453,-77.0308,0,72.0,3016.0
33,-3.7481,-73.2442,1,13.0,290.0
33,-5.1525,-80.6578,1,1.0,41.0
33,-6.0347,-76.9742,1,1.0,11.0
33,-3.5711,-80.4592,1,4.0,27.0
34,-9.5297,-77.5292,0,4.0,57.0
34,-16.3933,-71.5289,2,4.0,77.0
34,-12.0631,-77.1469,0,16.0,413.0
34,-13.5192,-71.9767,2,3.0,55.0
34,-12.7869,-74.9714,2,1.0,7.0
34,-14.0636,-75.7292,2,2.0,34.0
34,-12.0708,-75.2089,0,1.0,42.0
34,-8.1,-79.0306,1,6.0,96.0
34,-6.7669,-79.8506,1,6.0,302.0
34,-12.0453,-77.0308,0,82.0,3704.0
34,-3.7481,-73.2442,1,5.0,315.0
34,-5.1525,-80.6578,1,3.0,53.0
34,-6.0347,-76.9742,1,1.0,15.0
34,-3.5711,-80.4592,1,4.0,27.0
35,-9.5297,-77.5292,0,4.0,67.0
35,-16.3933,-71.5289,2,4.0,83.0
35,-12.0631,-77.1469,0,16.0,465.0
35,-13.5192,-71.9767,2,3.0,57.0
35,-12.7869,-74.9714,2,1.0,7.0
35,-14.0636,-75.7292,2,2.0,37.0
35,-12.0708,-75.2089,0,1.0,56.0
35,-8.1,-79.0306,1,6.0,101.0
35,-6.7669,-79.8506,1,32.0,302.0
35,-12.0453,-77.0308,0,87.0,4210.0
35,-3.7481,-73.2442,1,5.0,315.0
35,-5.1525,-80.6578,1,3.0,68.0
35,-6.0347,-76.9742,1,1.0,18.0
35,-3.5711,-80.4592,1,4.0,27.0
36,-9.5297,-77.5292,0,5.0,88.0
36,-16.3933,-71.5289,2,4.0,85.0
36,-12.0631,-77.1469,0,16.0,541.0
36,-13.5192,-71.9767,2,3.0,58.0
36,-12.7869,-74.9714,2,1.0,7.0
36,-14.0636,-75.7292,2,2.0,47.0
36,-12.0708,-75.2089,0,1.0,58.0
36,-8.1,-79.0306,1,6.0,108.0
36,-6.7669,-79.8506,1,33.0,326.0
36,-12.0453,-77.0308,0,94.0,4933.0
36,-3.7481,-73.2442,1,6.0,315.0
36,-5.1525,-80.6578,1,5.0,91.0
36,-6.0347,-76.9742,1,1.0,20.0
36,-3.5711,-80.4592,1,4.0,68.0
39,-9.5297,-77.5292,0,5.0,124.0
39,-16.3933,-71.5289,2,5.0,99.0
39,-12.0631,-77.1469,0,20.0,908.0
39,-13.5192,-71.9767,2,3.0,106.0
39,-12.7869,-74.9714,2,1.0,10.0
39,-14.0636,-75.7292,2,2.0,76.0
39,-12.0708,-75.2089,0,1.0,68.0
39,-8.1,-79.0306,1,7.0,166.0
39,-6.7669,-79.8506,1,44.0,427.0
39,-12.0453,-77.0308,0,114.0,7476.0
39,-3.7481,-73.2442,1,9.0,357.0
39,-5.1525,-80.6578,1,14.0,224.0
39,-6.0347,-76.9742,1,1.0,23.0
39,-3.5711,-80.4592,1,4.0,69.0
40,-9.5297,-77.5292,0,5.0,144.0
40,-16.3933,-71.5289,2,5.0,98.0
40,-7.1547,-78.5108,1,1.0,20.0
40,-12.0631,-77.1469,0,24.0,939.0
40,-13.5192,-71.9767,2,3.0,108.0
40,-12.7869,-74.9714,2,1.0,11.0
40,-14.0636,-75.7292,2,2.0,101.0
40,-12.0708,-75.2089,0,1.0,79.0
40,-8.1,-79.0306,1,7.0,184.0
40,-6.7669,-79.8506,1,53.0,428.0
40,-12.0453,-77.0308,0,117.0,8412.0
40,-3.7481,-73.2442,1,10.0,396.0
40,-5.1525,-80.6578,1,14.0,229.0
40,-6.0347,-76.9742,1,1.0,48.0
40,-3.5711,-80.4592,1,10.0,82.0
41,-9.5297,-77.5292,0,5.0,171.0
41,-16.3933,-71.5289,2,5.0,111.0
41,-7.1547,-78.5108,1,1.0,22.0
41,-12.0631,-77.1469,0,27.0,1008.0
41,-13.5192,-71.9767,2,3.0,109.0
41,-12.7869,-74.9714,2,1.0,11.0
41,-14.0636,-75.7292,2,2.0,106.0
41,-12.0708,-75.2089,0,1.0,79.0
41,-8.1,-79.0306,1,9.0,193.0
41,-6.7669,-79.8506,1,54.0,571.0
41,-12.0453,-77.0308,0,129.0,9107.0
41,-3.7481,-73.2442,1,10.0,412.0
41,-5.1525,-80.6578,1,14.0,233.0
41,-6.0347,-76.9742,1,1.0,47.0
41,-3.5711,-80.4592,1,10.0,85.0
41,-8.3681,-74.5433,0,2.0,49.0
42,-9.5297,-77.5292,0,13.0,189.0
42,-16.3933,-71.5289,2,5.0,134.0
42,-7.1547,-78.5108,1,2.0,38.0
42,-12.0631,-77.1469,0,27.0,1080.0
42,-13.5192,-71.9767,2,3.0,112.0
42,-12.7869,-74.9714,2,1.0,17.0
42,-14.0636,-75.7292,2,2.0,119.0
42,-12.0708,-75.2089,0,1.0,101.0
42,-8.1,-79.0306,1,16.0,194.0
42,-6.7669,-79.8506,1,63.0,600.0
42,-12.0453,-77.0308,0,129.0,9793.0
42,-3.7481,-73.2442,1,10.0,431.0
42,-5.1525,-80.6578,1,15.0,264.0
42,-6.0347,-76.9742,1,1.0,49.0
42,-3.5711,-80.4592,1,10.0,86.0
42,-8.3681,-74.5433,0,2.0,56.0
43,-9.5297,-77.5292,0,13.0,217.0
43,-16.3933,-71.5289,2,5.0,146.0
43,-7.1547,-78.5108,1,2.0,52.0
43,-12.0631,-77.1469,0,34.0,1180.0
43,-13.5192,-71.9767,2,3.0,123.0
43,-12.7869,-74.9714,2,1.0,18.0
43,-14.0636,-75.7292,2,6.0,124.0
43,-12.0708,-75.2089,0,1.0,130.0
43,-8.1,-79.0306,1,16.0,211.0
43,-6.7669,-79.8506,1,75.0,642.0
43,-12.0453,-77.0308,0,144.0,10234.0
43,-3.7481,-73.2442,1,10.0,485.0
43,-5.1525,-80.6578,1,24.0,344.0
43,-6.0347,-76.9742,1,1.0,81.0
43,-3.5711,-80.4592,1,10.0,86.0
43,-8.3681,-74.5433,0,3.0,73.0
44,-9.5297,-77.5292,0,16.0,251.0
44,-16.3933,-71.5289,2,5.0,192.0
44,-7.1547,-78.5108,1,2.0,61.0
44,-12.0631,-77.1469,0,34.0,1239.0
44,-13.5192,-71.9767,2,3.0,130.0
44,-12.7869,-74.9714,2,1.0,20.0
44,-14.0636,-75.7292,2,6.0,141.0
44,-12.0708,-75.2089,0,1.0,150.0
44,-8.1,-79.0306,1,17.0,232.0
44,-6.7669,-79.8506,1,81.0,671.0
44,-12.0453,-77.0308,0,169.0,10877.0
44,-3.7481,-73.2442,1,14.0,552.0
44,-5.1525,-80.6578,1,37.0,420.0
44,-6.0347,-76.9742,1,1.0,94.0
44,-3.5711,-80.4592,1,10.0,183.0
44,-8.3681,-74.5433,0,3.0,97.0
45,-9.5297,-77.5292,0,19.0,275.0
45,-16.3933,-71.5289,2,8.0,229.0
45,-7.1547,-78.5108,1,2.0,62.0
45,-12.0631,-77.1469,0,35.0,1282.0
45,-13.5192,-71.9767,2,3.0,130.0
45,-12.7869,-74.9714,2,1.0,21.0
45,-14.0636,-75.7292,2,6.0,145.0
45,-12.0708,-75.2089,0,1.0,155.0
45,-8.1,-79.0306,1,17.0,253.0
45,-6.7669,-79.8506,1,89.0,675.0
45,-12.0453,-77.0308,0,199.0,11297.0
45,-3.7481,-73.2442,1,14.0,585.0
45,-5.1525,-80.6578,1,37.0,436.0
45,-6.0347,-76.9742,1,1.0,94.0
45,-3.5711,-80.4592,1,10.0,184.0
45,-8.3681,-74.5433,0,3.0,120.0
46,-9.5297,-77.5292,0,23.0,334.0
46,-16.3933,-71.5289,2,8.0,273.0
46,-7.1547,-78.5108,1,2.0,73.0
46,-12.0631,-77.1469,0,36.0,1369.0
46,-13.5192,-71.9767,2,3.0,132.0
46,-12.7869,-74.9714,2,1.0,16.0
46,-14.0636,-75.7292,2,6.0,195.0
46,-12.0708,-75.2089,0,1.0,178.0
46,-8.1,-79.0306,1,17.0,303.0
46,-6.7669,-79.8506,1,90.0,741.0
46,-12.0453,-77.0308,0,227.0,12256.0
46,-3.7481,-73.2442,1,19.0,617.0
46,-5.1525,-80.6578,1,37.0,475.0
46,-6.0347,-76.9742,1,1.0,100.0
46,-3.5711,-80.4592,1,10.0,198.0
46,-8.3681,-74.5433,0,3.0,149.0
47,-9.5297,-77.5292,0,26.0,365.0
47,-16.3933,-71.5289,2,8.0,276.0
47,-7.1547,-78.5108,1,2.0,78.0
47,-12.0631,-77.1469,0,39.0,1416.0
47,-13.5192,-71.9767,2,3.0,147.0
47,-12.7869,-74.9714,2,1.0,19.0
47,-14.0636,-75.7292,2,6.0,213.0
47,-12.0708,-75.2089,0,1.0,207.0
47,-8.1,-79.0306,1,17.0,318.0
47,-6.7669,-79.8506,1,97.0,864.0
47,-12.0453,-77.0308,0,247.0,13214.0
47,-3.7481,-73.2442,1,23.0,653.0
47,-10.6825,-76.2569,0,1.0,46.0
47,-5.1525,-80.6578,1,45.0,514.0
47,-6.0347,-76.9742,1,1.0,107.0
47,-3.5711,-80.4592,1,10.0,205.0
47,-8.3681,-74.5433,0,3.0,172.0
48,-9.5297,-77.5292,0,28.0,352.0
48,-16.3933,-71.5289,2,8.0,291.0
48,-7.1547,-78.5108,1,2.0,90.0
48,-12.0631,-77.1469,0,39.0,1536.0
48,-13.5192,-71.9767,2,3.0,158.0
48,-12.7869,-74.9714,2,1.0,21.0
48,-14.0636,-75.7292,2,6.0,248.0
48,-12.0708,-75.2089,0,1.0,206.0
48,-8.1,-79.0306,1,17.0,391.0
48,-6.7669,-79.8506,1,111.0,968.0
48,-12.0453,-77.0308,0,267.0,14300.0
48,-3.7481,-73.2442,1,23.0,700.0
48,-10.6825,-76.2569,0,1.0,48.0
48,-5.1525,-80.6578,1,45.0,568.0
48,-6.0347,-76.9742,1,1.0,111.0
48,-3.5711,-80.4592,1,16.0,233.0
48,-8.3681,-74.5433,0,3.0,210.0
49,-9.5297,-77.5292,0,29.0,361.0
49,-16.3933,-71.5289,2,10.0,311.0
49,-7.1547,-78.5108,1,2.0,92.0
49,-12.0631,-77.1469,0,40.0,1591.0
49,-13.5192,-71.9767,2,3.0,160.0
49,-12.7869,-74.9714,2,1.0,23.0
49,-9.93,-76.2397,0,1.0,116.0
49,-14.0636,-75.7292,2,6.0,258.0
49,-12.0708,-75.2089,0,4.0,219.0
49,-8.1,-79.0306,1,23.0,410.0
49,-6.7669,-79.8506,1,119.0,974.0
49,-12.0453,-77.0308,0,290.0,14814.0
49,-3.7481,-73.2442,1,29.0,708.0
49,-10.6825,-76.2569,0,1.0,61.0
49,-5.1525,-80.6578,1,45.0,585.0
49,-6.0347,-76.9742,1,1.0,117.0
49,-3.5711,-80.4592,1,19.0,234.0
49,-8.3681,-74.5433,0,11.0,226.0
50,-9.5297,-77.5292,0,33.0,464.0
50,-16.3933,-71.5289,2,10.0,364.0
50,-7.1547,-78.5108,1,2.0,105.0
50,-12.0631,-77.1469,0,44.0,2436.0
50,-13.5192,-71.9767,2,3.0,174.0
50,-12.7869,-74.9714,2,1.0,33.0
50,-9.93,-76.2397,0,1.0,160.0
50,-14.0636,-75.7292,2,6.0,268.0
50,-12.0708,-75.2089,0,4.0,257.0
50,-8.1,-79.0306,1,23.0,481.0
50,-6.7669,-79.8506,1,119.0,1388.0
50,-12.0453,-77.0308,0,303.0,16567.0
50,-3.7481,-73.2442,1,36.0,742.0
50,-10.6825,-76.2569,0,1.0,68.0
50,-5.1525,-80.6578,1,79.0,669.0
50,-6.0347,-76.9742,1,1.0,121.0
50,-18.0019,-70.2519,2,1.0,67.0
50,-3.5711,-80.4592,1,19.0,240.0
50,-8.3681,-74.5433,0,14.0,323.0
51,-9.5297,-77.5292,0,35.0,506.0
51,-16.3933,-71.5289,2,10.0,396.0
51,-7.1547,-78.5108,1,2.0,128.0
51,-12.0631,-77.1469,0,44.0,2615.0
51,-13.5192,-71.9767,2,3.0,182.0
51,-12.7869,-74.9714,2,1.0,40.0
51,-14.0636,-75.7292,2,6.0,284.0
51,-12.0708,-75.2089,0,4.0,284.0
51,-8.1,-79.0306,1,23.0,503.0
51,-6.7669,-79.8506,1,143.0,1602.0
51,-12.0453,-77.0308,0,303.0,17884.0
51,-3.7481,-73.2442,1,39.0,786.0
51,-10.6825,-76.2569,0,1.0,78.0
51,-5.1525,-80.6578,1,79.0,790.0
51,-6.0347,-76.9742,1,1.0,151.0
51,-18.0019,-70.2519,2,1.0,68.0
51,-3.5711,-80.4592,1,19.0,250.0
51,-8.3681,-74.5433,0,14.0,349.0
52,-9.5297,-77.5292,0,34.0,547.0
52,-16.3933,-71.5289,2,11.0,479.0
52,-7.1547,-78.5108,1,2.0,141.0
52,-12.0631,-77.1469,0,50.0,2672.0
52,-13.5192,-71.9767,2,3.0,196.0
52,-12.7869,-74.9714,2,1.0,48.0
52,-14.0636,-75.7292,2,6.0,339.0
52,-12.0708,-75.2089,0,4.0,290.0
52,-8.1,-79.0306,1,23.0,553.0
52,-6.7669,-79.8506,1,149.0,1651.0
52,-12.0453,-77.0308,0,332.0,18571.0
52,-3.7481,-73.2442,1,39.0,827.0
52,-10.6825,-76.2569,0,1.0,82.0
52,-5.1525,-80.6578,1,92.0,816.0
52,-6.0347,-76.9742,1,1.0,166.0
52,-18.0019,-70.2519,2,1.0,71.0
52,-3.5711,-80.4592,1,19.0,250.0
52,-8.3681,-74.5433,0,14.0,370.0
53,-9.5297,-77.5292,0,39.0,598.0
53,-16.3933,-71.5289,2,11.0,501.0
53,-7.1547,-78.5108,1,3.0,156.0
53,-12.0631,-77.1469,0,52.0,2933.0
53,-13.5192,-71.9767,2,3.0,202.0
53,-12.7869,-74.9714,2,1.0,57.0
53,-14.0636,-75.7292,2,28.0,353.0
53,-12.0708,-75.2089,0,4.0,331.0
53,-8.1,-79.0306,1,23.0,585.0
53,-6.7669,-79.8506,1,159.0,1814.0
53,-12.0453,-77.0308,0,358.0,20048.0
53,-3.7481,-73.2442,1,45.0,881.0
53,-10.6825,-76.2569,0,1.0,90.0
53,-5.1525,-80.6578,1,92.0,960.0
53,-6.0347,-76.9742,1,1.0,178.0
53,-18.0019,-70.2519,2,1.0,77.0
53,-3.5711,-80.4592,1,19.0,275.0
53,-8.3681,-74.5433,0,14.0,454.0
54,-9.5297,-77.5292,0,52.0,630.0
54,-16.3933,-71.5289,2,11.0,529.0
54,-7.1547,-78.5108,1,3.0,162.0
54,-12.0631,-77.1469,0,52.0,3101.0
54,-13.5192,-71.9767,2,3.0,203.0
54,-12.7869,-74.9714,2,1.0,75.0
54,-14.0636,-75.7292,2,28.0,401.0
54,-12.0708,-75.2089,0,4.0,373.0
54,-8.1,-79.0306,1,23.0,615.0
54,-6.7669,-79.8506,1,172.0,1956.0
54,-12.0453,-77.0308,0,404.0,21854.0
54,-3.7481,-73.2442,1,51.0,1003.0
54,-10.6825,-76.2569,0,1.0,95.0
54,-5.1525,-80.6578,1,103.0,1080.0
54,-6.0347,-76.9742,1,1.0,205.0
54,-18.0019,-70.2519,2,1.0,94.0
54,-3.5711,-80.4592,1,19.0,290.0
54,-8.3681,-74.5433,0,14.0,526.0
55,-9.5297,-77.5292,0,56.0,693.0
55,-16.3933,-71.5289,2,11.0,571.0
55,-7.1547,-78.5108,1,3.0,170.0
55,-12.0631,-77.1469,0,60.0,3219.0
55,-13.5192,-71.9767,2,3.0,212.0
55,-12.7869,-74.9714,2,1.0,88.0
55,-14.0636,-75.7292,2,28.0,550.0
55,-12.0708,-75.2089,0,4.0,394.0
55,-8.1,-79.0306,1,23.0,668.0
55,-6.7669,-79.8506,1,192.0,2176.0
55,-12.0453,-77.0308,0,437.0,23561.0
55,-3.7481,-73.2442,1,55.0,1202.0
55,-10.6825,-76.2569,0,1.0,113.0
55,-5.1525,-80.6578,1,118.0,1207.0
55,-6.0347,-76.9742,1,1.0,238.0
55,-18.0019,-70.2519,2,1.0,111.0
55,-3.5711,-80.4592,1,19.0,310.0
55,-8.3681,-74.5433,0,38.0,671.0
56,-9.5297,-77.5292,0,56.0,822.0
56,-16.3933,-71.5289,2,11.0,624.0
56,-7.1547,-78.5108,1,3.0,201.0
56,-12.0631,-77.1469,0,60.0,3458.0
56,-13.5192,-71.9767,2,3.0,221.0
56,-12.7869,-74.9714,2,1.0,109.0
56,-14.0636,-75.7292,2,41.0,580.0
56,-12.0708,-75.2089,0,4.0,436.0
56,-8.1,-79.0306,1,23.0,720.0
56,-6.7669,-79.8506,1,194.0,2360.0
56,-12.0453,-77.0308,0,491.0,25718.0
56,-3.7481,-73.2442,1,57.0,1355.0
56,-12.5936,-69.1767,2,1.0,116.0
56,-10.6825,-76.2569,0,1.0,122.0
56,-5.1525,-80.6578,1,119.0,1396.0
56,-6.0347,-76.9742,1,1.0,248.0
56,-18.0019,-70.2519,2,1.0,126.0
56,-3.5711,-80.4592,1,19.0,326.0
56,-8.3681,-74.5433,0,38.0,760.0
57,-6.2294,-77.8728,1,1.0,136.0
57,-9.5297,-77.5292,0,66.0,907.0
57,-16.3933,-71.5289,2,16.0,655.0
57,-7.1547,-78.5108,1,3.0,224.0
57,-12.0631,-77.1469,0,66.0,3543.0
57,-13.5192,-71.9767,2,3.0,221.0
57,-12.7869,-74.9714,2,1.0,133.0
57,-14.0636,-75.7292,2,41.0,584.0
57,-12.0708,-75.2089,0,7.0,451.0
57,-8.1,-79.0306,1,23.0,798.0
57,-6.7669,-79.8506,1,220.0,2548.0
57,-12.0453,-77.0308,0,504.0,26908.0
57,-3.7481,-73.2442,1,57.0,1425.0
57,-12.5936,-69.1767,2,1.0,118.0
57,-10.6825,-76.2569,0,1.0,148.0
57,-5.1525,-80.6578,1,131.0,1492.0
57,-6.0347,-76.9742,1,1.0,265.0
57,-18.0019,-70.2519,2,1.0,128.0
57,-3.5711,-80.4592,1,19.0,336.0
57,-8.3681,-74.5433,0,38.0,826.0
58,-6.2294,-77.8728,1,1.0,155.0
58,-9.5297,-77.5292,0,77.0,993.0
58,-16.3933,-71.5289,2,16.0,692.0
58,-7.1547,-78.5108,1,3.0,259.0
58,-12.0631,-77.1469,0,66.0,3893.0
58,-13.5192,-71.9767,2,3.0,230.0
58,-12.7869,-74.9714,2,1.0,186.0
58,-14.0636,-75.7292,2,41.0,676.0
58,-12.0708,-75.2089,0,7.0,506.0
58,-8.1,-79.0306,1,23.0,879.0
58,-6.7669,-79.8506,1,267.0,2646.0
58,-12.0453,-77.0308,0,517.0,28990.0
58,-3.7481,-73.2442,1,59.0,1502.0
58,-12.5936,-69.1767,2,1.0,120.0
58,-10.6825,-76.2569,0,1.0,161.0
58,-5.1525,-80.6578,1,143.0,1618.0
58,-6.0347,-76.9742,1,1.0,282.0
58,-18.0019,-70.2519,2,2.0,141.0
58,-3.5711,-80.4592,1,19.0,347.0
58,-8.3681,-74.5433,0,38.0,913.0
60,-6.2294,-77.8728,1,4.0,170.0
60,-9.5297,-77.5292,0,85.0,1159.0
60,-16.3933,-71.5289,2,18.0,763.0
60,-7.1547,-78.5108,1,3.0,322.0
60,-12.0631,-77.1469,0,77.0,4245.0
60,-13.5192,-71.9767,2,3.0,249.0
60,-12.7869,-74.9714,2,1.0,203.0
60,-9.93,-76.2397,0,2.0,255.0
60,-14.0636,-75.7292,2,41.0,698.0
60,-12.0708,-75.2089,0,7.0,587.0
60,-8.1,-79.0306,1,46.0,1062.0
60,-6.7669,-79.8506,1,299.0,3008.0
60,-12.0453,-77.0308,0,584.0,32339.0
60,-3.7481,-73.2442,1,62.0,1595.0
60,-12.5936,-69.1767,2,1.0,124.0
60,-10.6825,-76.2569,0,1.0,166.0
60,-5.1525,-80.6578,1,149.0,1804.0
60,-15.8403,-70.0281,2,1.0,144.0
60,-6.0347,-76.9742,1,1.0,303.0
60,-18.0019,-70.2519,2,2.0,149.0
60,-3.5711,-80.4592,1,19.0,378.0
60,-8.3681,-74.5433,0,38.0,1032.0
61,-6.2294,-77.8728,1,5.0,176.0
61,-9.5297,-77.5292,0,85.0,1256.0
61,-16.3933,-71.5289,2,20.0,790.0
61,-7.1547,-78.5108,1,3.0,301.0
61,-12.0631,-77.1469,0,82.0,4404.0
61,-13.5192,-71.9767,2,3.0,258.0
61,-12.7869,-74.9714,2,1.0,181.0
61,-9.93,-76.2397,0,7.0,259.0
61,-14.0636,-75.7292,2,41.0,708.0
61,-12.0708,-75.2089,0,14.0,632.0
61,-8.1,-79.0306,1,46.0,1119.0
61,-6.7669,-79.8506,1,299.0,3127.0
61,-12.0453,-77.0308,0,613.0,35299.0
