date,region,region_orig,deaths,confirmed
265,CAJAMARCA,CAJAMARCA,559.0,23712.0
265,CALLAO,CALLAO,1893.0,40416.0
265,CUSCO,CUSCO,489.0,23777.0
265,HUANCAVELICA,HUANCAVELICA,133.0,7618.0
265,HUANUCO,HUANUCO,445.0,18900.0
265,ICA,ICA,1721.0,30858.0
265,JUNIN,JUNIN,892.0,25329.0
265,LA LIBERTAD,LA LIBERTAD,2367.0,35105.0
265,LAMBAYEQUE,LAMBAYEQUE,1839.0,30505.0
265,LIMA,LIMA METROPOLITANA,14570.0,395701.0
265,LIMA,LIMA REGION,1482.0,31536.0
265,LORETO,LORETO,988.0,24268.0
265,MADRE DE DIOS,MADRE DE DIOS,151.0,9181.0
265,MOQUEGUA,MOQUEGUA,287.0,15196.0
265,PASCO,PASCO,122.0,6217.0
265,PIURA,PIURA,2090.0,40495.0
265,PUNO,PUNO,369.0,18304.0
265,SAN MARTIN,SAN MARTIN,760.0,23814.0
265,TACNA,TACNA,252.0,13897.0
265,TUMBES,TUMBES,331.0,9034.0
265,UCAYALI,UCAYALI,368.0,19408.0
266,AMAZONAS,AMAZONAS,243.0,17820.0
266,ANCASH,ANCASH,1423.0,28542.0
266,APURIMAC,APURIMAC,136.0,6439.0
266,AREQUIPA,AREQUIPA,1532.0,46115.0
266,AYACUCHO,AYACUCHO,351.0,14442.0
266,CAJAMARCA,CAJAMARCA,560.0,23746.0
266,CALLAO,CALLAO,1897.0,40523.0
266,CUSCO,CUSCO,490.0,23843.0
266,HUANCAVELICA,HUANCAVELICA,133.0,7630.0
266,HUANUCO,HUANUCO,446.0,18978.0
266,ICA,ICA,1723.0,30888.0
266,JUNIN,JUNIN,894.0,25435.0
266,LA LIBERTAD,LA LIBERTAD,2369.0,35193.0
266,LAMBAYEQUE,LAMBAYEQUE,1842.0,30568.0
266,LIMA,LIMA METROPOLITANA,14586.0,396232.0
266,LIMA,LIMA REGION,1484.0,31589.0
266,LORETO,LORETO,988.0,24378.0
266,MADRE DE DIOS,MADRE DE DIOS,151.0,9195.0
266,MOQUEGUA,MOQUEGUA,288.0,15223.0
266,PASCO,PASCO,122.0,6227.0
266,PIURA,PIURA,2095.0,40602.0
266,PUNO,PUNO,370.0,18347.0
266,SAN MARTIN,SAN MARTIN,764.0,23926.0
266,TACNA,TACNA,252.0,13926.0
266,TUMBES,TUMBES,331.0,9070.0
266,UCAYALI,UCAYALI,369.0,19447.0
267,AMAZONAS,AMAZONAS,243.0,17868.0
267,ANCASH,ANCASH,1425.0,28622.0
267,APURIMAC,APURIMAC,136.0,6482.0
267,AREQUIPA,AREQUIPA,1532.0,46230.0
267,AYACUCHO,AYACUCHO,352.0,14481.0
267,CAJAMARCA,CAJAMARCA,560.0,23795.0
267,CALLAO,CALLAO,1901.0,40661.0
267,CUSCO,CUSCO,491.0,23902.0
267,HUANCAVELICA,HUANCAVELICA,133.0,7655.0
267,HUANUCO,HUANUCO,449.0,19038.0
267,ICA,ICA,1723.0,30928.0
267,JUNIN,JUNIN,897.0,25500.0
267,LA LIBERTAD,LA LIBERTAD,2374.0,35296.0
267,LAMBAYEQUE,LAMBAYEQUE,1846.0,30685.0
267,LIMA,LIMA METROPOLITANA,14596.0,396853.0
267,LIMA,LIMA REGION,1486.0,31629.0
267,LORETO,LORETO,988.0,24414.0
267,MADRE DE DIOS,MADRE DE DIOS,151.0,9201.0
267,MOQUEGUA,MOQUEGUA,288.0,15246.0
267,PASCO,PASCO,122.0,6234.0
267,PIURA,PIURA,2096.0,40747.0
267,PUNO,PUNO,370.0,18407.0
267,SAN MARTIN,SAN MARTIN,767.0,23973.0
267,TACNA,TACNA,253.0,13971.0
267,TUMBES,TUMBES,331.0,9079.0
267,UCAYALI,UCAYALI,369.0,19471.0
268,AMAZONAS,AMAZONAS,243.0,17952.0
268,ANCASH,ANCASH,1427.0,28666.0
268,APURIMAC,APURIMAC,136.0,6496.0
268,AREQUIPA,AREQUIPA,1533.0,46317.0
268,AYACUCHO,AYACUCHO,352.0,14516.0
268,CAJAMARCA,CAJAMARCA,560.0,23834.0
268,CALLAO,CALLAO,1902.0,40792.0
268,CUSCO,CUSCO,491.0,23987.0
268,HUANCAVELICA,HUANCAVELICA,133.0,7659.0
268,HUANUCO,HUANUCO,450.0,19081.0
268,ICA,ICA,1725.0,30947.0
268,JUNIN,JUNIN,899.0,25554.0
268,LA LIBERTAD,LA LIBERTAD,2374.0,35386.0
268,LAMBAYEQUE,LAMBAYEQUE,1852.0,30904.0
268,LIMA,LIMA METROPOLITANA,14616.0,397556.0
268,LIMA,LIMA REGION,1488.0,31649.0
268,LORETO,LORETO,988.0,24537.0
268,MADRE DE DIOS,MADRE DE DIOS,151.0,9218.0
268,MOQUEGUA,MOQUEGUA,288.0,15275.0
268,PASCO,PASCO,124.0,6248.0
268,PIURA,PIURA,2099.0,40819.0
268,PUNO,PUNO,370.0,18460.0
268,SAN MARTIN,SAN MARTIN,767.0,24050.0
268,TACNA,TACNA,254.0,14030.0
268,TUMBES,TUMBES,332.0,9120.0
268,UCAYALI,UCAYALI,369.0,19477.0
269,AMAZONAS,AMAZONAS,243.0,17970.0
269,ANCASH,ANCASH,1428.0,28748.0
269,APURIMAC,APURIMAC,137.0,6508.0
269,AREQUIPA,AREQUIPA,1534.0,46346.0
269,AYACUCHO,AYACUCHO,352.0,14528.0
269,CAJAMARCA,CAJAMARCA,560.0,23862.0
269,CALLAO,CALLAO,1906.0,40826.0
269,CUSCO,CUSCO,493.0,24003.0
269,HUANCAVELICA,HUANCAVELICA,133.0,7665.0
269,HUANUCO,HUANUCO,451.0,19123.0
269,ICA,ICA,1725.0,30961.0
269,JUNIN,JUNIN,901.0,25592.0
269,LA LIBERTAD,LA LIBERTAD,2374.0,35438.0
269,LAMBAYEQUE,LAMBAYEQUE,1853.0,30924.0
269,LIMA,LIMA METROPOLITANA,14637.0,397995.0
269,LIMA,LIMA REGION,1489.0,31685.0
269,LORETO,LORETO,988.0,24584.0
269,MADRE DE DIOS,MADRE DE DIOS,151.0,9221.0
269,MOQUEGUA,MOQUEGUA,288.0,15289.0
269,PASCO,PASCO,124.0,6251.0
269,PIURA,PIURA,2104.0,40857.0
269,PUNO,PUNO,371.0,18484.0
269,SAN MARTIN,SAN MARTIN,767.0,24078.0
269,TACNA,TACNA,255.0,14066.0
269,TUMBES,TUMBES,332.0,9123.0
269,UCAYALI,UCAYALI,370.0,19478.0
270,AMAZONAS,AMAZONAS,243.0,17996.0
270,ANCASH,ANCASH,1429.0,28800.0
270,APURIMAC,APURIMAC,138.0,6541.0
270,AREQUIPA,AREQUIPA,1538.0,46395.0
270,AYACUCHO,AYACUCHO,354.0,14554.0
270,CAJAMARCA,CAJAMARCA,562.0,23891.0
270,CALLAO,CALLAO,1908.0,40956.0
270,CUSCO,CUSCO,493.0,24041.0
270,HUANCAVELICA,HUANCAVELICA,133.0,7679.0
270,HUANUCO,HUANUCO,453.0,19154.0
270,ICA,ICA,1728.0,30974.0
270,JUNIN,JUNIN,903.0,25654.0
270,LA LIBERTAD,LA LIBERTAD,2376.0,35520.0
270,LAMBAYEQUE,LAMBAYEQUE,1855.0,30966.0
270,LIMA,LIMA METROPOLITANA,14662.0,398637.0
270,LIMA,LIMA REGION,1490.0,31690.0
270,LORETO,LORETO,989.0,24661.0
270,MADRE DE DIOS,MADRE DE DIOS,151.0,9233.0
270,MOQUEGUA,MOQUEGUA,288.0,15303.0
270,PASCO,PASCO,125.0,6262.0
270,PIURA,PIURA,2113.0,40944.0
270,PUNO,PUNO,371.0,18507.0
270,SAN MARTIN,SAN MARTIN,770.0,24159.0
270,TACNA,TACNA,255.0,14095.0
270,TUMBES,TUMBES,333.0,9133.0
270,UCAYALI,UCAYALI,371.0,19483.0
271,AMAZONAS,AMAZONAS,243.0,18053.0
271,ANCASH,ANCASH,1429.0,28848.0
271,APURIMAC,APURIMAC,138.0,6615.0
271,AREQUIPA,AREQUIPA,1539.0,46477.0
271,AYACUCHO,AYACUCHO,356.0,14592.0
271,CAJAMARCA,CAJAMARCA,564.0,23969.0
271,CALLAO,CALLAO,1909.0,41027.0
271,CUSCO,CUSCO,494.0,24097.0
271,HUANCAVELICA,HUANCAVELICA,133.0,7685.0
271,HUANUCO,HUANUCO,453.0,19188.0
271,ICA,ICA,1729.0,31010.0
271,JUNIN,JUNIN,907.0,25733.0
271,LA LIBERTAD,LA LIBERTAD,2378.0,35587.0
271,LAMBAYEQUE,LAMBAYEQUE,1857.0,31027.0
271,LIMA,LIMA METROPOLITANA,14685.0,399218.0
271,LIMA,LIMA REGION,1491.0,31730.0
271,LORETO,LORETO,989.0,24744.0
271,MADRE DE DIOS,MADRE DE DIOS,151.0,9249.0
271,MOQUEGUA,MOQUEGUA,288.0,15360.0
271,PASCO,PASCO,126.0,6272.0
271,PIURA,PIURA,2114.0,41047.0
271,PUNO,PUNO,373.0,18550.0
271,SAN MARTIN,SAN MARTIN,771.0,24229.0
271,TACNA,TACNA,255.0,14125.0
271,TUMBES,TUMBES,333.0,9148.0
271,UCAYALI,UCAYALI,371.0,19495.0
272,AMAZONAS,AMAZONAS,243.0,18090.0
272,ANCASH,ANCASH,1430.0,28906.0
272,APURIMAC,APURIMAC,138.0,6636.0
272,AREQUIPA,AREQUIPA,1539.0,46558.0
272,AYACUCHO,AYACUCHO,356.0,14637.0
272,CAJAMARCA,CAJAMARCA,564.0,24021.0
272,CALLAO,CALLAO,1912.0,41132.0
272,CUSCO,CUSCO,495.0,24150.0
272,HUANCAVELICA,HUANCAVELICA,133.0,7691.0
272,HUANUCO,HUANUCO,453.0,19213.0
272,ICA,ICA,1731.0,31048.0
272,JUNIN,JUNIN,908.0,25795.0
272,LA LIBERTAD,LA LIBERTAD,2379.0,35652.0
272,LAMBAYEQUE,LAMBAYEQUE,1860.0,31152.0
272,LIMA,LIMA METROPOLITANA,14693.0,399743.0
272,LIMA,LIMA REGION,1492.0,31780.0
272,LORETO,LORETO,989.0,24810.0
272,MADRE DE DIOS,MADRE DE DIOS,151.0,9255.0
272,MOQUEGUA,MOQUEGUA,288.0,15377.0
272,PASCO,PASCO,127.0,6279.0
272,PIURA,PIURA,2119.0,41140.0
272,PUNO,PUNO,373.0,18588.0
272,SAN MARTIN,SAN MARTIN,772.0,24320.0
272,TACNA,TACNA,255.0,14157.0
272,TUMBES,TUMBES,333.0,9164.0
272,UCAYALI,UCAYALI,371.0,19552.0
273,AMAZONAS,AMAZONAS,243.0,18111.0
273,ANCASH,ANCASH,1437.0,28992.0
273,APURIMAC,APURIMAC,139.0,6669.0
273,AREQUIPA,AREQUIPA,1545.0,46645.0
273,AYACUCHO,AYACUCHO,357.0,14671.0
273,CAJAMARCA,CAJAMARCA,567.0,24079.0
273,CALLAO,CALLAO,1915.0,41221.0
273,CUSCO,CUSCO,502.0,24200.0
273,HUANCAVELICA,HUANCAVELICA,134.0,7699.0
273,HUANUCO,HUANUCO,456.0,19281.0
273,ICA,ICA,1734.0,31091.0
273,JUNIN,JUNIN,911.0,25859.0
273,LA LIBERTAD,LA LIBERTAD,2385.0,35805.0
273,LAMBAYEQUE,LAMBAYEQUE,1863.0,31245.0
273,LIMA,LIMA METROPOLITANA,14721.0,400401.0
273,LIMA,LIMA REGION,1496.0,31824.0
273,LORETO,LORETO,989.0,24959.0
273,MADRE DE DIOS,MADRE DE DIOS,151.0,9271.0
273,MOQUEGUA,MOQUEGUA,289.0,15408.0
273,PASCO,PASCO,127.0,6284.0
273,PIURA,PIURA,2127.0,41224.0
273,PUNO,PUNO,374.0,18613.0
273,SAN MARTIN,SAN MARTIN,773.0,24389.0
273,TACNA,TACNA,255.0,14175.0
273,TUMBES,TUMBES,333.0,9168.0
273,UCAYALI,UCAYALI,372.0,19576.0
274,AMAZONAS,AMAZONAS,243.0,18131.0
274,ANCASH,ANCASH,1438.0,29063.0
274,APURIMAC,APURIMAC,139.0,6714.0
274,AREQUIPA,AREQUIPA,1546.0,46703.0
274,AYACUCHO,AYACUCHO,357.0,14691.0
274,CAJAMARCA,CAJAMARCA,570.0,24113.0
274,CALLAO,CALLAO,1917.0,41337.0
274,CUSCO,CUSCO,504.0,24264.0
274,HUANCAVELICA,HUANCAVELICA,134.0,7706.0
274,HUANUCO,HUANUCO,458.0,19337.0
274,ICA,ICA,1734.0,31118.0
274,JUNIN,JUNIN,913.0,25918.0
274,LA LIBERTAD,LA LIBERTAD,2388.0,35861.0
274,LAMBAYEQUE,LAMBAYEQUE,1865.0,31348.0
274,LIMA,LIMA METROPOLITANA,14732.0,401101.0
274,LIMA,LIMA REGION,1496.0,31859.0
274,LORETO,LORETO,989.0,25034.0
274,MADRE DE DIOS,MADRE DE DIOS,151.0,9289.0
274,MOQUEGUA,MOQUEGUA,289.0,15438.0
274,PASCO,PASCO,127.0,6304.0
274,PIURA,PIURA,2128.0,41271.0
274,PUNO,PUNO,375.0,18650.0
274,SAN MARTIN,SAN MARTIN,778.0,24456.0
274,TACNA,TACNA,255.0,14200.0
274,TUMBES,TUMBES,333.0,9187.0
274,UCAYALI,UCAYALI,372.0,19595.0
275,AMAZONAS,AMAZONAS,243.0,18139.0
275,ANCASH,ANCASH,1441.0,29100.0
275,APURIMAC,APURIMAC,139.0,6731.0
275,AREQUIPA,AREQUIPA,1548.0,46748.0
275,AYACUCHO,AYACUCHO,358.0,14727.0
275,CAJAMARCA,CAJAMARCA,571.0,24159.0
275,CALLAO,CALLAO,1921.0,41385.0
275,CUSCO,CUSCO,507.0,24293.0
275,HUANCAVELICA,HUANCAVELICA,135.0,7712.0
275,HUANUCO,HUANUCO,458.0,19378.0
275,ICA,ICA,1734.0,31149.0
275,JUNIN,JUNIN,916.0,25975.0
275,LA LIBERTAD,LA LIBERTAD,2391.0,35940.0
275,LAMBAYEQUE,LAMBAYEQUE,1868.0,31456.0
275,LIMA,LIMA METROPOLITANA,14745.0,401433.0
275,LIMA,LIMA REGION,1497.0,31873.0
275,LORETO,LORETO,989.0,25098.0
275,MADRE DE DIOS,MADRE DE DIOS,151.0,9299.0
275,MOQUEGUA,MOQUEGUA,289.0,15461.0
275,PASCO,PASCO,127.0,6316.0
275,PIURA,PIURA,2131.0,41321.0
275,PUNO,PUNO,375.0,18683.0
275,SAN MARTIN,SAN MARTIN,780.0,24500.0
275,TACNA,TACNA,255.0,14217.0
275,TUMBES,TUMBES,333.0,9211.0
275,UCAYALI,UCAYALI,372.0,19608.0
276,AMAZONAS,AMAZONAS,243.0,18146.0
276,ANCASH,ANCASH,1446.0,29146.0
276,APURIMAC,APURIMAC,143.0,6743.0
276,AREQUIPA,AREQUIPA,1549.0,46761.0
276,AYACUCHO,AYACUCHO,359.0,14740.0
276,CAJAMARCA,CAJAMARCA,573.0,24176.0
276,CALLAO,CALLAO,1921.0,41463.0
276,CUSCO,CUSCO,507.0,24299.0
276,HUANCAVELICA,HUANCAVELICA,136.0,7720.0
276,HUANUCO,HUANUCO,459.0,19392.0
276,ICA,ICA,1735.0,31228.0
276,JUNIN,JUNIN,918.0,25997.0
276,LA LIBERTAD,LA LIBERTAD,2392.0,35976.0
276,LAMBAYEQUE,LAMBAYEQUE,1869.0,31520.0
276,LIMA,LIMA METROPOLITANA,14762.0,402057.0
276,LIMA,LIMA REGION,1498.0,31891.0
276,LORETO,LORETO,990.0,25103.0
276,MADRE DE DIOS,MADRE DE DIOS,151.0,9313.0
276,MOQUEGUA,MOQUEGUA,291.0,15476.0
276,PASCO,PASCO,127.0,6328.0
276,PIURA,PIURA,2136.0,41342.0
276,PUNO,PUNO,375.0,18702.0
276,SAN MARTIN,SAN MARTIN,782.0,24541.0
276,TACNA,TACNA,255.0,14221.0
276,TUMBES,TUMBES,333.0,9224.0
276,UCAYALI,UCAYALI,374.0,19611.0
277,AMAZONAS,AMAZONAS,243.0,18161.0
277,ANCASH,ANCASH,1449.0,29218.0
277,APURIMAC,APURIMAC,143.0,6781.0
277,AREQUIPA,AREQUIPA,1549.0,46799.0
277,AYACUCHO,AYACUCHO,360.0,14751.0
277,CAJAMARCA,CAJAMARCA,575.0,24260.0
277,CALLAO,CALLAO,1923.0,41530.0
277,CUSCO,CUSCO,508.0,24332.0
277,HUANCAVELICA,HUANCAVELICA,137.0,7742.0
277,HUANUCO,HUANUCO,461.0,19429.0
277,ICA,ICA,1736.0,31264.0
277,JUNIN,JUNIN,919.0,26046.0
277,LA LIBERTAD,LA LIBERTAD,2400.0,36033.0
277,LAMBAYEQUE,LAMBAYEQUE,1876.0,31562.0
277,LIMA,LIMA METROPOLITANA,14791.0,402669.0
277,LIMA,LIMA REGION,1500.0,31920.0
277,LORETO,LORETO,992.0,25131.0
277,MADRE DE DIOS,MADRE DE DIOS,151.0,9326.0
277,MOQUEGUA,MOQUEGUA,292.0,15507.0
277,PASCO,PASCO,127.0,6331.0
277,PIURA,PIURA,2145.0,41410.0
277,PUNO,PUNO,377.0,18721.0
277,SAN MARTIN,SAN MARTIN,783.0,24595.0
277,TACNA,TACNA,255.0,14242.0
277,TUMBES,TUMBES,333.0,9235.0
277,UCAYALI,UCAYALI,376.0,19626.0
278,AMAZONAS,AMAZONAS,244.0,18161.0
278,ANCASH,ANCASH,1450.0,29271.0
278,APURIMAC,APURIMAC,144.0,6792.0
278,AREQUIPA,AREQUIPA,1550.0,46822.0
278,AYACUCHO,AYACUCHO,362.0,14772.0
278,CAJAMARCA,CAJAMARCA,579.0,24286.0
278,CALLAO,CALLAO,1926.0,41543.0
278,CUSCO,CUSCO,509.0,24356.0
278,HUANCAVELICA,HUANCAVELICA,137.0,7746.0
278,HUANUCO,HUANUCO,461.0,19446.0
278,ICA,ICA,1737.0,31268.0
278,JUNIN,JUNIN,921.0,26085.0
278,LA LIBERTAD,LA LIBERTAD,2402.0,36053.0
278,LAMBAYEQUE,LAMBAYEQUE,1876.0,31592.0
278,LIMA,LIMA METROPOLITANA,14819.0,402930.0
278,LIMA,LIMA REGION,1500.0,31967.0
278,LORETO,LORETO,992.0,25146.0
278,MADRE DE DIOS,MADRE DE DIOS,151.0,9331.0
278,MOQUEGUA,MOQUEGUA,292.0,15512.0
278,PASCO,PASCO,127.0,6336.0
278,PIURA,PIURA,2151.0,41432.0
278,PUNO,PUNO,377.0,18745.0
278,SAN MARTIN,SAN MARTIN,783.0,24603.0
278,TACNA,TACNA,255.0,14253.0
278,TUMBES,TUMBES,333.0,9237.0
278,UCAYALI,UCAYALI,377.0,19627.0
279,AMAZONAS,AMAZONAS,244.0,18173.0
279,ANCASH,ANCASH,1453.0,29336.0
279,APURIMAC,APURIMAC,145.0,6834.0
279,AREQUIPA,AREQUIPA,1552.0,46910.0
279,AYACUCHO,AYACUCHO,362.0,14803.0
279,CAJAMARCA,CAJAMARCA,580.0,24311.0
279,CALLAO,CALLAO,1928.0,41653.0
279,CUSCO,CUSCO,512.0,24416.0
279,HUANCAVELICA,HUANCAVELICA,137.0,7752.0
279,HUANUCO,HUANUCO,461.0,19539.0
279,ICA,ICA,1740.0,31311.0
279,JUNIN,JUNIN,922.0,26184.0
279,LA LIBERTAD,LA LIBERTAD,2405.0,36096.0
279,LAMBAYEQUE,LAMBAYEQUE,1878.0,31712.0
279,LIMA,LIMA METROPOLITANA,14834.0,403509.0
279,LIMA,LIMA REGION,1501.0,31970.0
279,LORETO,LORETO,995.0,25231.0
279,MADRE DE DIOS,MADRE DE DIOS,151.0,9345.0
279,MOQUEGUA,MOQUEGUA,292.0,15563.0
279,PASCO,PASCO,127.0,6343.0
279,PIURA,PIURA,2154.0,41522.0
279,PUNO,PUNO,377.0,18769.0
279,SAN MARTIN,SAN MARTIN,783.0,24643.0
279,TACNA,TACNA,255.0,14277.0
279,TUMBES,TUMBES,333.0,9248.0
279,UCAYALI,UCAYALI,378.0,19661.0
280,AMAZONAS,AMAZONAS,245.0,18180.0
280,ANCASH,ANCASH,1454.0,29356.0
280,APURIMAC,APURIMAC,145.0,6866.0
280,AREQUIPA,AREQUIPA,1554.0,46982.0
280,AYACUCHO,AYACUCHO,362.0,14825.0
280,CAJAMARCA,CAJAMARCA,582.0,24395.0
280,CALLAO,CALLAO,1932.0,41760.0
280,CUSCO,CUSCO,513.0,24462.0
280,HUANCAVELICA,HUANCAVELICA,137.0,7756.0
280,HUANUCO,HUANUCO,462.0,19596.0
280,ICA,ICA,1740.0,31353.0
280,JUNIN,JUNIN,924.0,26309.0
280,LA LIBERTAD,LA LIBERTAD,2409.0,36165.0
280,LAMBAYEQUE,LAMBAYEQUE,1880.0,31816.0
280,LIMA,LIMA METROPOLITANA,14850.0,404100.0
280,LIMA,LIMA REGION,1503.0,32001.0
280,LORETO,LORETO,995.0,25328.0
280,MADRE DE DIOS,MADRE DE DIOS,151.0,9353.0
280,MOQUEGUA,MOQUEGUA,292.0,15590.0
280,PASCO,PASCO,127.0,6354.0
280,PIURA,PIURA,2157.0,41598.0
280,PUNO,PUNO,377.0,18819.0
280,SAN MARTIN,SAN MARTIN,783.0,24713.0
280,TACNA,TACNA,256.0,14305.0
280,TUMBES,TUMBES,336.0,9272.0
280,UCAYALI,UCAYALI,378.0,19689.0
281,AMAZONAS,AMAZONAS,246.0,18202.0
281,ANCASH,ANCASH,1456.0,29451.0
281,APURIMAC,APURIMAC,145.0,6902.0
281,AREQUIPA,AREQUIPA,1558.0,47084.0
281,AYACUCHO,AYACUCHO,363.0,14854.0
281,CAJAMARCA,CAJAMARCA,584.0,24436.0
281,CALLAO,CALLAO,1933.0,41822.0
281,CUSCO,CUSCO,515.0,24501.0
281,HUANCAVELICA,HUANCAVELICA,138.0,7770.0
281,HUANUCO,HUANUCO,464.0,19630.0
281,ICA,ICA,1742.0,31380.0
281,JUNIN,JUNIN,929.0,26420.0
281,LA LIBERTAD,LA LIBERTAD,2412.0,36253.0
281,LAMBAYEQUE,LAMBAYEQUE,1880.0,32185.0
281,LIMA,LIMA METROPOLITANA,14872.0,404741.0
281,LIMA,LIMA REGION,1505.0,32039.0
281,LORETO,LORETO,995.0,25401.0
281,MADRE DE DIOS,MADRE DE DIOS,151.0,9363.0
281,MOQUEGUA,MOQUEGUA,293.0,15618.0
281,PASCO,PASCO,129.0,6360.0
281,PIURA,PIURA,2163.0,41659.0
281,PUNO,PUNO,379.0,18872.0
281,SAN MARTIN,SAN MARTIN,785.0,24763.0
281,TACNA,TACNA,258.0,14330.0
281,TUMBES,TUMBES,336.0,9290.0
281,UCAYALI,UCAYALI,378.0,19719.0
282,AMAZONAS,AMAZONAS,246.0,18208.0
282,ANCASH,ANCASH,1460.0,29518.0
282,APURIMAC,APURIMAC,149.0,6913.0
282,AREQUIPA,AREQUIPA,1562.0,47154.0
282,AYACUCHO,AYACUCHO,364.0,14873.0
282,CAJAMARCA,CAJAMARCA,586.0,24480.0
282,CALLAO,CALLAO,1935.0,41932.0
282,CUSCO,CUSCO,516.0,24571.0
282,HUANCAVELICA,HUANCAVELICA,140.0,7770.0
282,HUANUCO,HUANUCO,468.0,19700.0
282,ICA,ICA,1744.0,31398.0
282,JUNIN,JUNIN,931.0,26533.0
282,LA LIBERTAD,LA LIBERTAD,2414.0,36295.0
282,LAMBAYEQUE,LAMBAYEQUE,1881.0,32299.0
282,LIMA,LIMA METROPOLITANA,14899.0,405529.0
282,LIMA,LIMA REGION,1506.0,32088.0
282,LORETO,LORETO,996.0,25431.0
282,MADRE DE DIOS,MADRE DE DIOS,151.0,9368.0
282,MOQUEGUA,MOQUEGUA,293.0,15633.0
282,PASCO,PASCO,129.0,6375.0
282,PIURA,PIURA,2168.0,41704.0
282,PUNO,PUNO,382.0,18905.0
282,SAN MARTIN,SAN MARTIN,785.0,24870.0
282,TACNA,TACNA,258.0,14354.0
282,TUMBES,TUMBES,336.0,9300.0
282,UCAYALI,UCAYALI,378.0,19772.0
283,AMAZONAS,AMAZONAS,247.0,18219.0
283,ANCASH,ANCASH,1463.0,29666.0
283,APURIMAC,APURIMAC,149.0,6915.0
283,AREQUIPA,AREQUIPA,1570.0,47179.0
283,AYACUCHO,AYACUCHO,367.0,14890.0
283,CAJAMARCA,CAJAMARCA,588.0,24499.0
283,CALLAO,CALLAO,1936.0,42000.0
283,CUSCO,CUSCO,517.0,24582.0
283,HUANCAVELICA,HUANCAVELICA,140.0,7784.0
283,HUANUCO,HUANUCO,468.0,19754.0
283,ICA,ICA,1750.0,31409.0
283,JUNIN,JUNIN,933.0,26581.0
283,LA LIBERTAD,LA LIBERTAD,2418.0,36361.0
283,LAMBAYEQUE,LAMBAYEQUE,1885.0,32318.0
283,LIMA,LIMA METROPOLITANA,14926.0,406021.0
283,LIMA,LIMA REGION,1509.0,32122.0
283,LORETO,LORETO,997.0,25431.0
283,MADRE DE DIOS,MADRE DE DIOS,151.0,9369.0
283,MOQUEGUA,MOQUEGUA,296.0,15662.0
283,PASCO,PASCO,130.0,6380.0
283,PIURA,PIURA,2169.0,41727.0
283,PUNO,PUNO,383.0,18927.0
283,SAN MARTIN,SAN MARTIN,786.0,24886.0
283,TACNA,TACNA,258.0,14357.0
283,TUMBES,TUMBES,337.0,9302.0
283,UCAYALI,UCAYALI,381.0,19789.0
284,AMAZONAS,AMAZONAS,247.0,18232.0
284,ANCASH,ANCASH,1465.0,29687.0
284,APURIMAC,APURIMAC,150.0,6981.0
284,AREQUIPA,AREQUIPA,1575.0,47245.0
284,AYACUCHO,AYACUCHO,368.0,14908.0
284,CAJAMARCA,CAJAMARCA,590.0,24534.0
284,CALLAO,CALLAO,1940.0,42120.0
284,CUSCO,CUSCO,519.0,24611.0
284,HUANCAVELICA,HUANCAVELICA,141.0,7788.0
284,HUANUCO,HUANUCO,470.0,19777.0
284,ICA,ICA,1750.0,31456.0
284,JUNIN,JUNIN,933.0,26659.0
284,LA LIBERTAD,LA LIBERTAD,2420.0,36436.0
284,LAMBAYEQUE,LAMBAYEQUE,1886.0,32381.0
284,LIMA,LIMA METROPOLITANA,14953.0,406514.0
284,LIMA,LIMA REGION,1515.0,32136.0
284,LORETO,LORETO,997.0,25505.0
284,MADRE DE DIOS,MADRE DE DIOS,151.0,9376.0
284,MOQUEGUA,MOQUEGUA,296.0,15692.0
284,PASCO,PASCO,130.0,6391.0
284,PIURA,PIURA,2173.0,41787.0
284,PUNO,PUNO,385.0,18962.0
284,SAN MARTIN,SAN MARTIN,786.0,24976.0
284,TACNA,TACNA,258.0,14392.0
284,TUMBES,TUMBES,337.0,9314.0
284,UCAYALI,UCAYALI,382.0,19815.0
285,AMAZONAS,AMAZONAS,247.0,18253.0
285,ANCASH,ANCASH,1466.0,29715.0
285,APURIMAC,APURIMAC,152.0,6996.0
285,AREQUIPA,AREQUIPA,1578.0,47332.0
285,AYACUCHO,AYACUCHO,368.0,14943.0
285,CAJAMARCA,CAJAMARCA,590.0,24567.0
285,CALLAO,CALLAO,1941.0,42212.0
285,CUSCO,CUSCO,519.0,24676.0
285,HUANCAVELICA,HUANCAVELICA,143.0,7797.0
285,HUANUCO,HUANUCO,472.0,19803.0
285,ICA,ICA,1752.0,31518.0
285,JUNIN,JUNIN,935.0,26764.0
285,LA LIBERTAD,LA LIBERTAD,2422.0,36492.0
285,LAMBAYEQUE,LAMBAYEQUE,1888.0,32409.0
285,LIMA,LIMA METROPOLITANA,14969.0,407078.0
285,LIMA,LIMA REGION,1515.0,32176.0
285,LORETO,LORETO,997.0,25616.0
285,MADRE DE DIOS,MADRE DE DIOS,151.0,9393.0
285,MOQUEGUA,MOQUEGUA,296.0,15722.0
285,PASCO,PASCO,130.0,6411.0
285,PIURA,PIURA,2176.0,41893.0
285,PUNO,PUNO,386.0,18989.0
285,SAN MARTIN,SAN MARTIN,786.0,25028.0
285,TACNA,TACNA,258.0,14422.0
285,TUMBES,TUMBES,338.0,9332.0
285,UCAYALI,UCAYALI,383.0,19920.0
